address,elementary_school_link,elementary_school_name,elementary_school_rating,estimated_monthly_cost,high_school_link,high_school_name,high_school_rating,hoa_fees,home_details_link,listing_provider_name,listing_provider_phone,middle_school_link,middle_school_name,middle_school_rating,number_of_bathrooms,number_of_bedrooms,price,property_taxes_last_year,property_taxes_monthly,sqft,type,zestimate_rent_price,zestimate_sell_price
"Pre-foreclosure, 7 Apple Ln, Whiting, NJ 08759, Estimate $109,579",https://www.greatschools.org/school?id=04141&state=NJ,N J Reg Day  Jackson,NA,$860,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,,$210/mo,https://www.zillow.com/homedetails/7-Apple-Ln-Whiting-NJ-08759/39675945_zpid/,,,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,2,--,--, ,"$1,436",$163/mo,"1,192",Pre-foreclosure,,"$109,579"
"Pre-foreclosure, 30 Keene St, Whiting, NJ 08759, Estimate $99,214",https://www.greatschools.org/school?id=04141&state=NJ,N J Reg Day  Jackson,NA,$589,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,,$0/mo,https://www.zillow.com/homedetails/30-Keene-St-Whiting-NJ-08759/39675388_zpid/,,,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,2,--,--, ,"$1,301",$147/mo,966,Pre-foreclosure,,"$99,214"
"Pre-foreclosure, 6 Mill Rd # B, Whiting, NJ 08759, Estimate $91,356",,,,,,,,,https://www.zillow.com/homedetails/6-Mill-Rd-B-Whiting-NJ-08759/39673860_zpid/,,,,,,--,--, ,,,965,Pre-foreclosure,,
"Foreclosed, 18 Penwood Dr, Whiting, NJ 08759, Estimate $110,327",https://www.greatschools.org/school?id=04141&state=NJ,N J Reg Day  Jackson,NA,$655,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,,$0/mo,https://www.zillow.com/homedetails/18-Penwood-Dr-Whiting-NJ-08759/39672455_zpid/,,,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,2,1,2, ,"$1,635",$164/mo,"1,096",Foreclosed,,"$110,327"
"Pre-foreclosure, 43 Medford Rd # B, Whiting, NJ 08759, Estimate $90,086",https://www.greatschools.org/school?id=01091&state=NJ,Whiting Elementary School,5,$665,https://www.greatschools.org/school?id=01092&state=NJ,Manchester Twp Middle School,2,$130/mo,https://www.zillow.com/homedetails/43-Medford-Rd-B-Whiting-NJ-08759/39673061_zpid/,,,https://www.greatschools.org/school?id=01092&state=NJ,Manchester Twp Middle School,6,--,--, ,"$1,400",$134/mo,"1,184",Pre-foreclosure,,"$90,086"
"Pre-foreclosure, 7 Kittery Ct # A, Whiting, NJ 08759, Estimate $120,737",https://www.greatschools.org/school?id=01091&state=NJ,Whiting Elementary School,5,$717,https://www.greatschools.org/school?id=01092&state=NJ,Manchester Twp Middle School,2,$0/mo,https://www.zillow.com/homedetails/7-Kittery-Ct-A-Whiting-NJ-08759/39673795_zpid/,,,https://www.greatschools.org/school?id=01092&state=NJ,Manchester Twp Middle School,6,--,--, ,"$1,873",$179/mo,"1,392",Pre-foreclosure,,"$120,737"
"Pre-foreclosure, 7 Buttonwood Ln, Whiting, NJ 08759, Estimate $97,044",https://www.greatschools.org/school?id=04141&state=NJ,N J Reg Day  Jackson,NA,$786,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,,$210/mo,https://www.zillow.com/homedetails/7-Buttonwood-Ln-Whiting-NJ-08759/39675588_zpid/,,,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,2,--,--, ,"$1,441",$144/mo,"1,120",Pre-foreclosure,,"$97,044"
"Co-op for sale, 22127 Braddock Ave, Queens Village, NY 11427, $219,000",https://www.greatschools.org/school?id=02130&state=NY,Ps 33 Edward M Funk,6,"$1,109",https://www.greatschools.org/school?id=02373&state=NY,Jean Nuzzi Intermediate School,3,$0/mo,https://www.zillow.com/homedetails/22127-Braddock-Ave-Queens-Village-NY-11427/219876668_zpid/,Umema Hassuji,(516) 482-0200,https://www.greatschools.org/school?id=02373&state=NY,Jean Nuzzi Intermediate School,6,1,2,"$219,000",,$153/mo,--,Co-op for sale,"$1,800","$214,007"
"House for sale, 19327 Foothill Ave, Jamaica, NY 11423, $978,000",https://www.greatschools.org/school?id=02138&state=NY,P.S. 35 Nathaniel Woodhull,4,"$4,801",https://www.greatschools.org/school?id=01994&state=NY,Is 238 Susan B Anthony,3,$0/mo,https://www.zillow.com/homedetails/19327-Foothill-Ave-Jamaica-NY-11423/32146088_zpid/,Dinah Burgos,(718) 380-2500,https://www.greatschools.org/school?id=01994&state=NY,Is 238 Susan B Anthony,3,3,5,"$978,000","$8,085",$685/mo,"8,742",House for sale,"$2,100","$936,454"
"House for sale, 4320 53rd St, Woodside, NY 11377, $995,000",https://www.greatschools.org/school?id=02059&state=NY,Ps 11 Kathryn Phelan,8,"$4,885",https://www.greatschools.org/school?id=02053&state=NY,Is 10 Horace Greeley,3,$0/mo,https://www.zillow.com/homedetails/4320-53rd-St-Woodside-NY-11377/2140606249_zpid/,Tony Thomas,(917) 806-9316,https://www.greatschools.org/school?id=02053&state=NY,Is 10 Horace Greeley,7,3,3,"$995,000",,$697/mo,"1,080",House for sale,"$2,950","$983,931"
"Co-op for sale, 3541 205th St # 2B, Bayside, NY 11361, $320,000",https://www.greatschools.org/school?id=02527&state=NY,Ps 159,9,"$2,466",https://www.greatschools.org/school?id=02524&state=NY,Ms 158 Marie Curie,5,$893/mo,https://www.zillow.com/homedetails/3541-205th-St-2B-Bayside-NY-11361/89462638_zpid/,Patricia Ottati,(516) 200-5700,https://www.greatschools.org/school?id=02524&state=NY,Ms 158 Marie Curie,9,1,2,"$320,000",--,$224/mo,--,Co-op for sale,"$1,900/mo","$302,370"
"Apartment for sale, 14730 224th St, Jamaica, NY 11413, $979,000",https://www.greatschools.org/school?id=02203&state=NY,Ps 52,3,"$4,806",https://www.greatschools.org/school?id=13608&state=NY,Collaborative Arts Middle School,3,$0/mo,https://www.zillow.com/homedetails/14730-224th-St-Jamaica-NY-11413/32208068_zpid/,Keystone Realty Of Greater New York,(347) 419-5268,https://www.greatschools.org/school?id=13608&state=NY,Collaborative Arts Middle School,3,5,6,"$979,000","$1,732",$685/mo,"4,000",Apartment for sale,,"$959,582"
"Co-op for sale, 8450 169th St APT 606, Jamaica, NY 11432, $249,000",https://www.greatschools.org/school?id=02441&state=NY,Ps 131 Abigail Adams,8,"$2,219",https://www.greatschools.org/school?id=01994&state=NY,Is 238 Susan B Anthony,3,$958/mo,https://www.zillow.com/homedetails/8450-169th-St-APT-606-Jamaica-NY-11432/72651731_zpid/,Kabir H Munshi,(718) 262-0205,https://www.greatschools.org/school?id=01994&state=NY,Is 238 Susan B Anthony,3,1,2,"$249,000",--,$174/mo,975,Co-op for sale,"$1,800/mo","$243,870"
"Apartment for sale, 4634 59th St, Flushing, NY 11377, $1,390,000",https://www.greatschools.org/school?id=02681&state=NY,Ps 229 Emanuel Kaplan,8,"$6,824",https://www.greatschools.org/school?id=02845&state=NY,Is 5 The Walter Crowley Intermediate School,3,$0/mo,https://www.zillow.com/homedetails/4634-59th-St-Flushing-NY-11377/31980450_zpid/,Rebecca  Fang Rebeccafang688,(718) 899-7000,https://www.greatschools.org/school?id=02845&state=NY,Is 5 The Walter Crowley Intermediate School,9,5,8,"$1,390,000","$10,152",$973/mo,"3,432",Apartment for sale,"$2,400","$1,323,849"
"Co-op for sale, 3443 60th St # 4D&E, Woodside, NY 11377, $599,000",https://www.greatschools.org/school?id=02506&state=NY,Ps 152 Gwendolyn N Alleyne School,8,"$2,884",https://www.greatschools.org/school?id=02053&state=NY,Is 10 Horace Greeley,3,$0/mo,https://www.zillow.com/homedetails/3443-60th-St-4DE-Woodside-NY-11377/2083681971_zpid/,Christine (Agnesini) Sardinha,(718) 429-4400,https://www.greatschools.org/school?id=02053&state=NY,Is 10 Horace Greeley,7,3,3,"$599,000",,$419/mo,"1,800",Co-op for sale,"$2,700/mo","$586,022"
"House for sale, 13936 230th Pl, Laurelton, NY 11413, $699,000",https://www.greatschools.org/school?id=02520&state=NY,Ps 156 Laurelton,4,"$3,365",https://www.greatschools.org/school?id=13608&state=NY,Collaborative Arts Middle School,3,$0/mo,https://www.zillow.com/homedetails/13936-230th-Pl-Laurelton-NY-11413/32205398_zpid/,J Oshins,(718) 217-8880,https://www.greatschools.org/school?id=13608&state=NY,Collaborative Arts Middle School,3,3,5,"$699,000","$6,175",$489/mo,"2,920",House for sale,"$2,500","$681,039"
"Co-op for sale, 7520 113th St APT 2D, Forest Hills, NY 11375, $159,000",https://www.greatschools.org/school?id=02613&state=NY,Ps 196 Grand Central Parkway,10,"$1,228",https://www.greatschools.org/school?id=02523&state=NY,Jhs 157 Stephen A Halsey,3,$422/mo,https://www.zillow.com/homedetails/7520-113th-St-APT-2D-Forest-Hills-NY-11375/245399320_zpid/,Lily Tran,(917) 279-0177,https://www.greatschools.org/school?id=02523&state=NY,Jhs 157 Stephen A Halsey,9,1,Studio,"$159,000","$141,147",$111/mo,"41,114",Co-op for sale,"$1,850/mo","$156,035"
"Co-op for sale, 3759 84th St APT 11, Jackson Heights, NY 11372, $420,000",,,,,,,,,https://www.zillow.com/homedetails/3759-84th-St-APT-11-Jackson-Heights-NY-11372/2083155264_zpid/,,,,,,1,2,"$420,000",,,--,Co-op for sale,,
"Apartment for sale, 6872 76th St, Flushing, NY 11379, $989,000",https://www.greatschools.org/school?id=02306&state=NY,Ps 87 Middle Village,7,"$4,855",https://www.greatschools.org/school?id=01968&state=NY,Grover Cleveland H.S.,,$0/mo,https://www.zillow.com/homedetails/6872-76th-St-Flushing-NY-11379/32016970_zpid/,Keystone Realty Of Greater New York,(347) 419-5268,https://www.greatschools.org/school?id=01968&state=NY,Grover Cleveland H.S.,3,5,5,"$989,000","$4,334",$692/mo,"2,700",Apartment for sale,"$2,250",
"Auction, 16014 86th St, Jamaica, NY 11414, $594,042",https://www.greatschools.org/school?id=02643&state=NY,Ps 207 Rockwood Park,8,,https://www.greatschools.org/school?id=02007&state=NY,John Adams High School,,,https://www.zillow.com/homedetails/16014-86th-St-Jamaica-NY-11414/32215527_zpid/,auction com,(800) 793-6107,https://www.greatschools.org/school?id=02007&state=NY,John Adams High School,3,--,5,"$594,042","$7,250",,"2,000",Auction,"$2,500/mo",
"Co-op for sale, 11701 Park Ln S APT D2E, Richmond Hill, NY 11418, $369,000",https://www.greatschools.org/school?id=02342&state=NY,Ps 99 Kew Gardens,7,"$2,735",https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,3,$921/mo,https://www.zillow.com/homedetails/11701-Park-Ln-S-APT-D2E-Richmond-Hill-NY-11418/81958828_zpid/,Hajnal Varro-Papadima,(917) 697-8701,https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,8,1,2,"$369,000",,$258/mo,"1,100",Co-op for sale,"$2,200/mo","$362,735"
"Co-op for sale, 6919 218th St # DUPLEX, Bayside, NY 11364, $368,000",https://www.greatschools.org/school?id=02632&state=NY,Ps 203 Oakland Gardens,10,"$2,498",https://www.greatschools.org/school?id=02272&state=NY,Jhs 74 Nathaniel Hawthorne,5,$689/mo,https://www.zillow.com/homedetails/6919-218th-St-DUPLEX-Bayside-NY-11364/2082131152_zpid/,Amy Qiu,(718) 899-7000,https://www.greatschools.org/school?id=02272&state=NY,Jhs 74 Nathaniel Hawthorne,9,1,2,"$368,000",,$258/mo,--,Co-op for sale,"$2,000/mo","$354,860"
"Co-op for sale, 2141 34th Ave APT 8B, Astoria, NY 11106, $469,999",https://www.greatschools.org/school?id=02548&state=NY,Ps 166 Henry Gradstein,8,"$2,310",https://www.greatschools.org/school?id=02633&state=NY,Is 204 Oliver W Holmes,2,$0/mo,https://www.zillow.com/homedetails/2141-34th-Ave-APT-8B-Astoria-NY-11106/245428930_zpid/,Ermir Elmazi,(212) 913-9058,https://www.greatschools.org/school?id=02633&state=NY,Is 204 Oliver W Holmes,5,1,2,"$469,999","$1,910,396",$329/mo,"563,800",Co-op for sale,"$2,200/mo","$459,503"
"Co-op for sale, 7540 Austin St APT 2CR, Forest Hills, NY 11375, $379,900",https://www.greatschools.org/school?id=02349&state=NY,Ps 101 School In The Gardens,8,"$1,867",https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,4,$0/mo,https://www.zillow.com/homedetails/7540-Austin-St-APT-2CR-Forest-Hills-NY-11375/79736824_zpid/,Gary Cheema,(516) 935-0700,https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,8,1,2,"$379,900",--,$266/mo,950,Co-op for sale,"$2,200","$373,583"
"Apartment for sale, 15015 Yates Rd, Jamaica, NY 11433, $599,000",https://www.greatschools.org/school?id=02189&state=NY,Ps 48 William Wordsworth,5,"$2,884",https://www.greatschools.org/school?id=02852&state=NY,Jhs 8 Richard S Grossley,3,$0/mo,https://www.zillow.com/homedetails/15015-Yates-Rd-Jamaica-NY-11433/32138188_zpid/,Keystone Realty Of Greater New York,(347) 419-5268,https://www.greatschools.org/school?id=02852&state=NY,Jhs 8 Richard S Grossley,4,2,6,"$599,000","$2,967",$419/mo,"1,592",Apartment for sale,"$2,250",
"House for sale, 2 Tisdale Rd, Manchester, NJ 08759, $184,900",https://www.greatschools.org/school?id=01091&state=NJ,Whiting Elementary School,5,"$1,186",https://www.greatschools.org/school?id=01092&state=NJ,Manchester Twp Middle School,2,$158/mo,https://www.zillow.com/homedetails/2-Tisdale-Rd-Manchester-NJ-08759/68307329_zpid/,Suellen Breon,,https://www.greatschools.org/school?id=01092&state=NJ,Manchester Twp Middle School,6,2,2,"$184,900","$3,948",$274/mo,"1,370",House for sale,"$1,700/mo","$178,825"
"For sale by owner, 11 S Chestnut Ave, Whiting, NJ 08759, $159,900",https://www.greatschools.org/school?id=04141&state=NJ,N J Reg Day  Jackson,NA,"$1,015",https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,,$126/mo,https://www.zillow.com/homedetails/11-S-Chestnut-Ave-Whiting-NJ-08759/39675059_zpid/,Audrey Wilson,,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,2,1,2,"$159,900","$1,768",$237/mo,"1,248",For sale by owner,"$1,250","$104,605"
"House for sale, 3 Heritage Ct, Manchester, NJ 08759, $165,000",https://www.greatschools.org/school?id=01091&state=NJ,Whiting Elementary School,5,"$1,187",https://www.greatschools.org/school?id=01092&state=NJ,Manchester Twp Middle School,2,$269/mo,https://www.zillow.com/homedetails/3-Heritage-Ct-Manchester-NJ-08759/65052612_zpid/,Lisa Lewis,,https://www.greatschools.org/school?id=01092&state=NJ,Manchester Twp Middle School,6,2,2,"$165,000","$3,572",$245/mo,"1,287",House for sale,"$1,600","$161,508"
"House for sale, 78 Pine Ridge Blvd, Whiting, NJ 08759, $126,000",,,,,,,,,https://www.zillow.com/homedetails/78-Pine-Ridge-Blvd-Whiting-NJ-08759/2145342683_zpid/,,,,,,2,2,"$126,000",,,"1,840",House for sale,,
"Home for sale, 1228 Winding Brook Way, Whiting, NJ 08759, $74,000",https://www.greatschools.org/school?id=01091&state=NJ,Whiting Elementary School,5,"$1,089",https://www.greatschools.org/school?id=01092&state=NJ,Manchester Twp Middle School,2,$650/mo,https://www.zillow.com/homedetails/1228-Winding-Brook-Way-Whiting-NJ-08759/2084045795_zpid/,Joseph Haberl,,https://www.greatschools.org/school?id=01092&state=NJ,Manchester Twp Middle School,6,2,2,"$74,000",,$110/mo,--,Home for sale,"$1,350","$71,459"
"For sale by owner, 4 S Chestnut Ave, Whiting, NJ 08759, $109,999",https://www.greatschools.org/school?id=04141&state=NJ,N J Reg Day  Jackson,NA,$779,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,,$126/mo,https://www.zillow.com/homedetails/4-S-Chestnut-Ave-Whiting-NJ-08759/39675368_zpid/,Silvana Gomes Heil,,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,2,1,2,"$109,999","$1,461",$163/mo,"1,120",For sale by owner,"$1,250","$115,861"
"Apartment for sale, 516A Lilac Ln, Whiting, NJ 08759, $132,000",https://www.greatschools.org/school?id=01091&state=NJ,Whiting Elementary School,5,"$1,075",https://www.greatschools.org/school?id=01092&state=NJ,Manchester Twp Middle School,2,$341/mo,https://www.zillow.com/homedetails/516A-Lilac-Ln-Whiting-NJ-08759/2144935313_zpid/,Antonio Arcuri,,https://www.greatschools.org/school?id=01092&state=NJ,Manchester Twp Middle School,6,2,2,"$132,000",,$196/mo,"1,558",Apartment for sale,"$1,450/mo","$127,194"
"Pre-foreclosure, 3 Auburn Ct, Whiting, NJ 08759, Estimate $126,639",https://www.greatschools.org/school?id=04141&state=NJ,N J Reg Day  Jackson,NA,$704,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,,$0/mo,https://www.zillow.com/homedetails/3-Auburn-Ct-Whiting-NJ-08759/52686977_zpid/,,,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,2,--,--, ,"$2,085",$188/mo,"1,193",Pre-foreclosure,,"$126,639"
"Lot / Land for sale, 59 Lacey Rd, Whiting, NJ 08759, $600,000",https://www.greatschools.org/school?id=04141&state=NJ,N J Reg Day  Jackson,NA,"$3,267",https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,,$0/mo,https://www.zillow.com/homedetails/59-Lacey-Rd-Whiting-NJ-08759/175797528_zpid/,Timothy Gillen,,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,2,,,"$600,000","$4,763",$890/mo,2.33,Lot / Land for sale,"$1,500/mo",
"For sale by owner, 8 Pennsylvania Dr, Whiting, NJ 08759, $133,200",https://www.greatschools.org/school?id=04141&state=NJ,N J Reg Day  Jackson,NA,"$1,124",https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,,$383/mo,https://www.zillow.com/homedetails/8-Pennsylvania-Dr-Whiting-NJ-08759/2097171537_zpid/,GERALD STARK,,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,2,--,Studio,"$133,200",,$198/mo,--,For sale by owner,"$1,335",
"Apartment for sale, 48A Milford Ave # 53, Whiting, NJ 08759, $74,900",https://www.greatschools.org/school?id=04141&state=NJ,N J Reg Day  Jackson,NA,$585,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,,$141/mo,https://www.zillow.com/homedetails/48A-Milford-Ave-53-Whiting-NJ-08759/2082973260_zpid/,lori woytanowski,Better homes Realty,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,2,1,1,"$74,900",,$111/mo,"1,113",Apartment for sale,"$1,250/mo","$71,158"
"Pre-foreclosure, 1 Graystone Pl # A, Whiting, NJ 08759, Estimate $85,540",https://www.greatschools.org/school?id=01091&state=NJ,Whiting Elementary School,5,$508,https://www.greatschools.org/school?id=01092&state=NJ,Manchester Twp Middle School,2,$0/mo,https://www.zillow.com/homedetails/1-Graystone-Pl-A-Whiting-NJ-08759/39673169_zpid/,,,https://www.greatschools.org/school?id=01092&state=NJ,Manchester Twp Middle School,6,--,--, ,"$1,377",$127/mo,"1,009",Pre-foreclosure,,"$85,540"
"House for sale, 11205 69th Ave, Flushing, NY 11375, $2,699,999",https://www.greatschools.org/school?id=02613&state=NY,Ps 196 Grand Central Parkway,10,"$13,255",https://www.greatschools.org/school?id=02523&state=NY,Jhs 157 Stephen A Halsey,5,$0/mo,https://www.zillow.com/homedetails/11205-69th-Ave-Flushing-NY-11375/31979450_zpid/,Evelina and Milana,(917) 547-1555,https://www.greatschools.org/school?id=02523&state=NY,Jhs 157 Stephen A Halsey,9,5,5,"$2,699,999","$14,471","$1,890/mo","7,500",House for sale,"$4,600","$2,515,264"
"Co-op for sale, 12510 Queens Blvd APT 1102, Kew Gardens, NY 11415, $285,000",https://www.greatschools.org/school?id=02342&state=NY,Ps 99 Kew Gardens,7,"$1,401",https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,3,$0/mo,https://www.zillow.com/homedetails/12510-Queens-Blvd-APT-1102-Kew-Gardens-NY-11415/245409484_zpid/,Edith Luciano,,https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,8,1,1,"$285,000","$1,515,718",$200/mo,"419,528",Co-op for sale,"$2,000","$275,096"
"Condo for sale, 14423 Barclay Ave APT 4A, Flushing, NY 11355, $688,000",https://www.greatschools.org/school?id=02094&state=NY,Ps 22 Thomas Jefferson,8,"$3,312",https://www.greatschools.org/school?id=02596&state=NY,Jhs 189 Daniel Carter Beard,2,$0/mo,https://www.zillow.com/homedetails/14423-Barclay-Ave-APT-4A-Flushing-NY-11355/32039673_zpid/,Kayla Piao,(718) 899-7000,https://www.greatschools.org/school?id=02596&state=NY,Jhs 189 Daniel Carter Beard,7,2,2,"$688,000","$5,438",$482/mo,985,Condo for sale,"$2,250","$662,594"
"Co-op for sale, 80-35 Springfield Blvd # 6H, Bayside, NY 11364, $338,000",https://www.greatschools.org/school?id=02179&state=NY,Ps 46 Alley Pond,8,"$2,823",https://www.greatschools.org/school?id=02272&state=NY,Jhs 74 Nathaniel Hawthorne,5,"$1,162/mo",https://www.zillow.com/homedetails/80-35-Springfield-Blvd-6H-Bayside-NY-11364/2109069419_zpid/,Amy Qiu,(718) 899-7000,https://www.greatschools.org/school?id=02272&state=NY,Jhs 74 Nathaniel Hawthorne,9,1,2,"$338,000",,$237/mo,"1,100",Co-op for sale,"$2,000/mo","$325,590"
"Apartment for sale, 10111 44th Ave, Flushing, NY 11368, $969,000",,,,,,,,,https://www.zillow.com/homedetails/10111-44th-Ave-Flushing-NY-11368/31967784_zpid/,,,,,,3,6,"$969,000",,,"1,270",Apartment for sale,,
"Lot / Land for sale, 1160 Highway 70, Whiting, NJ 08759, $100,000",https://www.greatschools.org/school?id=04141&state=NJ,N J Reg Day  Jackson,NA,$593,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,,$0/mo,https://www.zillow.com/homedetails/1160-Highway-70-Whiting-NJ-08759/175796941_zpid/,Mark Kotzas,,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,2,,,"$100,000","$3,322",$148/mo,1.3,Lot / Land for sale,"$1,500",
"Lot / Land for sale, Yates, Boulder City, NV 89005, $195,000",,,,,,,,,https://www.zillow.com/homedetails/Yates-Boulder-City-NV-89005/2083469299_zpid/,,,,,,,,"$195,000",,,0.34,Lot / Land for sale,,
"Apartment for rent, 3733 College Point Blvd APT C3D, Flushing, NY 11354, $1,750/mo",https://www.greatschools.org/school?id=02085&state=NY,Ps 20 John Bowne,8,,https://www.greatschools.org/school?id=02596&state=NY,Jhs 189 Daniel Carter Beard,2,,https://www.zillow.com/homedetails/3733-College-Point-Blvd-APT-C3D-Flushing-NY-11354/2087597508_zpid/,Kian Realty NYC,Source: StreetEasy,https://www.greatschools.org/school?id=02596&state=NY,Jhs 189 Daniel Carter Beard,7,1,1,"$1,750/mo",,,750,Apartment for rent,,"$1,800/mo"
"Apartment for rent, 2316 35th St APT 1R, Astoria, NY 11105, $2,100/mo",https://www.greatschools.org/school?id=02300&state=NY,Ps 85 Judge Charles Vallone,8,,https://www.greatschools.org/school?id=02472&state=NY,Is 141 The Steinway,2,,https://www.zillow.com/homedetails/2316-35th-St-APT-1R-Astoria-NY-11105/2081458528_zpid/,Danielle Konstantin,(718) 704-4883,https://www.greatschools.org/school?id=02472&state=NY,Is 141 The Steinway,9,1,1,"$2,100/mo",,,--,Apartment for rent,,
"Apartment for rent, 24204 132nd Ave, Jamaica, NY 11422, $2,700/mo",https://www.greatschools.org/school?id=02148&state=NY,Ps 38 Rosedale,6,,https://www.greatschools.org/school?id=13608&state=NY,Collaborative Arts Middle School,3,,https://www.zillow.com/homedetails/24204-132nd-Ave-Jamaica-NY-11422/300302642_zpid/,Jenny Medina,(516) 499-0007,https://www.greatschools.org/school?id=13608&state=NY,Collaborative Arts Middle School,3,1,3,"$2,700/mo","$5,136",,"1,100",Apartment for rent,,"$2,200/mo"
"For Rent, 18804 64th Ave, Fresh Meadows, NY, Price not available",,,,,,,,,https://www.zillow.com/b/18804-64th-ave-fresh-meadows-ny-5YqvyW/,,,,,,,,,,,"$2,150+",For Rent,,
"Apartment for rent, 164th St, Flushing, NY 11365, $2,500/mo",https://www.greatschools.org/school?id=02627&state=NY,Ps Ms 200 The Magnet School of Global Studies & Leadership,7,,https://www.greatschools.org/school?id=08319&state=NY,Queens School Of Inquiry,,,https://www.zillow.com/homedetails/164th-St-Flushing-NY-11365/2089293582_zpid/,Wilda Cheng,(646) 919-6817,https://www.greatschools.org/school?id=08319&state=NY,Queens School Of Inquiry,6,2,3,"$2,500/mo",,,"1,000",Apartment for rent,,
"House for sale, 6746 Fleet St, Forest Hills, NY 11375, $1,258,000",,,,,,,,,https://www.zillow.com/homedetails/6746-Fleet-St-Forest-Hills-NY-11375/32002498_zpid/,,,,,,3,3,"$1,258,000",,,"2,100",House for sale,,
"Condo for sale, 11416 180th St # 1, Jamaica, NY 11434, $549,000",https://www.greatschools.org/school?id=02142&state=NY,Ps 36 St Albans School,3,"$2,699",https://www.greatschools.org/school?id=02228&state=NY,Is 59 Springfield Gardens,3,$0/mo,https://www.zillow.com/homedetails/11416-180th-St-1-Jamaica-NY-11434/2081504155_zpid/,Haim Russo,(718) 808-2030,https://www.greatschools.org/school?id=02228&state=NY,Is 59 Springfield Gardens,5,2,5,"$549,000",,$384/mo,"1,504",Condo for sale,,
"Lot / Land for sale, 1206 Highway 70, Whiting, NJ 08759, $2,500,000",https://www.greatschools.org/school?id=04141&state=NJ,N J Reg Day  Jackson,NA,"$13,777",https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,,$0/mo,https://www.zillow.com/homedetails/1206-Highway-70-Whiting-NJ-08759/175799985_zpid/,Timothy Gillen,,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,2,,,"$2,500,000","$15,867","$3,708/mo",8.28,Lot / Land for sale,"$1,500/mo",
"House for sale, 11130 Inwood St, Jamaica, NY 11435, $589,999",https://www.greatschools.org/school?id=02530&state=NY,Ps 160 Walter Francis Bishop,3,"$2,841",https://www.greatschools.org/school?id=02852&state=NY,Jhs 8 Richard S Grossley,3,$0/mo,https://www.zillow.com/homedetails/11130-Inwood-St-Jamaica-NY-11435/32180405_zpid/,David Kazav,(718) 725-2555,https://www.greatschools.org/school?id=02852&state=NY,Jhs 8 Richard S Grossley,4,3,4,"$589,999","$4,084",$413/mo,"1,152",House for sale,"$2,200","$576,383"
"Co-op for sale, 16026 16th Ave, Whitestone, NY 11357, $288,000",https://www.greatschools.org/school?id=02647&state=NY,Ps 209 Clearview Gardens,8,"$1,416",https://www.greatschools.org/school?id=02610&state=NY,Jhs 194 William Carr,2,$0/mo,https://www.zillow.com/homedetails/16026-16th-Ave-Whitestone-NY-11357/2082251155_zpid/,stephen tong,,https://www.greatschools.org/school?id=02610&state=NY,Jhs 194 William Carr,8,1,2,"$288,000",,$202/mo,--,Co-op for sale,"$2,000","$278,905"
"For sale by owner, 98-20 62nd Dr APT 7J, Rego Park, NY 11374, $620,000",,,,,,,,,https://www.zillow.com/homedetails/98-20-62nd-Dr-APT-7J-Rego-Park-NY-11374/245375198_zpid/,,,,,,2,3,"$620,000",,,"20,930",For sale by owner,,
"House for sale, 55-A Exeter St, Forest Hills, NY 11375, $3,380,000",https://www.greatschools.org/school?id=02481&state=NY,Ps 144 Col Jeromus Remsen,8,"$16,593",https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,4,$0/mo,https://www.zillow.com/homedetails/55-A-Exeter-St-Forest-Hills-NY-11375/2082000132_zpid/,Frank Ko,(646) 996-5934,https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,8,5,5,"$3,380,000",,"$2,366/mo","4,060",House for sale,"$7,986","$3,150,767"
